recipe_id,name,meal_type,ingredients,cuisine,cooking_time,instructions
308,Panchmel Dal (Family Pack),Lunch,"toor dal,moong dal,masoor dal,chana dal,urad dal,oil,salt",Indian,50,"Prepare Panchmel Dal using toor dal, moong dal, masoor dal. Cook with spices and serve hot."
309,Rajma Chawal (Special),Lunch,"rajma,rice,onion,tomato,oil,salt,garam masala,ginger,garlic",North Indian,45,"Prepare Rajma Chawal using rajma, rice, onion. Cook with spices and serve hot."
310,Egg Bhurji (Tiffin Special),Dinner,"egg,onion,tomato,oil,salt,green chili",Indian,40,"Prepare Egg Bhurji using egg, onion, tomato. Cook with spices and serve hot."
311,Poha (Tiffin Special),Breakfast,"poha,onion,oil,mustard seeds,curry leaves,green chili,salt,lemon",Indian,15,"Prepare Poha using poha, onion, oil. Cook with spices and serve hot."
312,Bhindi Masala (Special),Lunch,"okra,onion,tomato,oil,salt,turmeric,garam masala",Indian,25,"Prepare Bhindi Masala using okra, onion, tomato. Cook with spices and serve hot."
313,Panchmel Dal (Family Pack),Lunch,"toor dal,moong dal,masoor dal,chana dal,urad dal,oil,salt",Indian,60,"Prepare Panchmel Dal using toor dal, moong dal, masoor dal. Cook with spices and serve hot."
314,Besan Chilla (Simple),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,10,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
315,Pav Bhaji (Budget),Dinner,"pav,potato,tomato,onion,butter,pav bhaji masala,salt",Indian,40,"Prepare Pav Bhaji using pav, potato, tomato. Cook with spices and serve hot."
316,Vegetable Omelette (North Style),Breakfast,"egg,onion,tomato,salt,oil,green chili",North Indian,25,"Prepare Vegetable Omelette using egg, onion, tomato. Cook with spices and serve hot."
317,Soya Chunks Curry (Home Style),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,20,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
318,Cabbage Poriyal (Home Style),Lunch,"cabbage,coconut,mustard seeds,curry leaves,oil,salt",Indian,30,"Prepare Cabbage Poriyal using cabbage, coconut, mustard seeds. Cook with spices and serve hot."
319,Mooli Paratha (Tiffin Special),Breakfast,"wheat flour,radish,salt,oil,cumin",Indian,35,"Prepare Mooli Paratha using wheat flour, radish, salt. Cook with spices and serve hot."
320,Vermicelli Upma (Home Style),Breakfast,"vermicelli,onion,oil,mustard seeds,curry leaves,salt",Indian,10,"Prepare Vermicelli Upma using vermicelli, onion, oil. Cook with spices and serve hot."
321,Vegetable Curry (Simple),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric,garam masala",Indian,50,"Prepare Vegetable Curry using mixed vegetables, onion, tomato. Cook with spices and serve hot."
322,Sattu Drink (Classic),Breakfast,"sattu,water,lemon,salt,cumin",Indian,15,"Prepare Sattu Drink using sattu, water, lemon. Cook with spices and serve hot."
323,Dal Fry (Special),Dinner,"toor dal,onion,tomato,oil,salt,cumin",Indian,25,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
324,Dalia Khichdi (North Style),Dinner,"broken wheat,moong dal,ghee,salt,turmeric",North Indian,25,"Prepare Dalia Khichdi using broken wheat, moong dal, ghee. Cook with spices and serve hot."
325,Egg Curry (North Style),Lunch,"egg,onion,tomato,oil,salt,garam masala",North Indian,35,"Prepare Egg Curry using egg, onion, tomato. Cook with spices and serve hot."
326,Ragi Dosa (South Style),Breakfast,"ragi flour,rice flour,curd,salt,oil",South Indian,15,"Prepare Ragi Dosa using ragi flour, rice flour, curd. Cook with spices and serve hot."
327,Moong Dal Khichdi (Quick),Lunch,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,30,"Prepare Moong Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
328,Puri Bhaji (Simple),Breakfast,"wheat flour,potato,onion,oil,salt,turmeric",Indian,10,"Prepare Puri Bhaji using wheat flour, potato, onion. Cook with spices and serve hot."
329,Vegetable Stew (Family Pack),Dinner,"mixed vegetables,coconut milk,salt,black pepper",Indian,15,"Prepare Vegetable Stew using mixed vegetables, coconut milk, salt. Cook with spices and serve hot."
330,Soyabean Curry (South Style),Lunch,"soy chunks,onion,tomato,oil,salt,garam masala",South Indian,40,"Prepare Soyabean Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
331,Roti with Dal (Low Oil),Dinner,"wheat flour,water,salt,toor dal,onion,tomato,oil",Indian,25,"Prepare Roti with Dal using wheat flour, water, salt. Cook with spices and serve hot."
332,Mix Veg Sabzi (Budget),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric",Indian,45,"Prepare Mix Veg Sabzi using mixed vegetables, onion, tomato. Cook with spices and serve hot."
333,Dal Palak (Dhaba Style),Lunch,"spinach,toor dal,onion,tomato,oil,salt,garlic",Indian,30,"Prepare Dal Palak using spinach, toor dal, onion. Cook with spices and serve hot."
334,Poha (North Style),Breakfast,"poha,onion,oil,mustard seeds,curry leaves,green chili,salt,lemon",North Indian,35,"Prepare Poha using poha, onion, oil. Cook with spices and serve hot."
335,Curd Rice (Dhaba Style),Lunch,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,60,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
336,Sooji Pancake (Tiffin Special),Breakfast,"rava,curd,onion,salt,eno,oil",Indian,12,"Prepare Sooji Pancake using rava, curd, onion. Cook with spices and serve hot."
337,Besan Chilla (Family Pack),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,30,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
338,Paneer Butter Masala (Masala),Lunch,"paneer,tomato,butter,cream,oil,salt,garam masala,ginger,garlic",North Indian,60,"Prepare Paneer Butter Masala using paneer, tomato, butter. Cook with spices and serve hot."
339,Soya Chunks Curry (Budget),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,10,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
340,Besan Chilla (Quick),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,25,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
341,Soya Chunks Curry (Quick),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,10,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
342,Sambar Rice (Tiffin Special),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,20,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
343,Masala Dosa (North Style),Breakfast,"rice,urad dal,potato,onion,oil,salt,mustard seeds,curry leaves",South Indian,12,"Prepare Masala Dosa using rice, urad dal, potato. Cook with spices and serve hot."
344,Besan Chilla (Dhaba Style),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,20,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
345,Dhokla (Quick),Breakfast,"besan,curd,salt,eno,turmeric,water",Gujarati,25,"Prepare Dhokla using besan, curd, salt. Cook with spices and serve hot."
346,Veg Noodles (Low Oil),Dinner,"noodles,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,20,"Prepare Veg Noodles using noodles, mixed vegetables, soy sauce. Cook with spices and serve hot."
347,Aloo Jeera (Special),Lunch,"potato,cumin,oil,salt,turmeric",Indian,60,"Prepare Aloo Jeera using potato, cumin, oil. Cook with spices and serve hot."
348,Rava Idli (South Style),Breakfast,"rava,curd,eno,salt,water",South Indian,35,"Prepare Rava Idli using rava, curd, eno. Cook with spices and serve hot."
349,Paneer Bhurji (Low Oil),Breakfast,"paneer,onion,tomato,oil,salt,green chili",Indian,18,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
350,Jeera Rice (Simple),Lunch,"rice,cumin,ghee,salt",Indian,35,"Prepare Jeera Rice using rice, cumin, ghee. Cook with spices and serve hot."
351,Ragi Dosa (Home Style),Breakfast,"ragi flour,rice flour,curd,salt,oil",Indian,20,"Prepare Ragi Dosa using ragi flour, rice flour, curd. Cook with spices and serve hot."
352,Tomato Soup (Tiffin Special),Dinner,"tomato,onion,garlic,salt,black pepper,water",Indian,20,"Prepare Tomato Soup using tomato, onion, garlic. Cook with spices and serve hot."
353,Bhindi Masala (Masala),Lunch,"okra,onion,tomato,oil,salt,turmeric,garam masala",Indian,20,"Prepare Bhindi Masala using okra, onion, tomato. Cook with spices and serve hot."
354,Curd Rice (Family Pack),Dinner,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,45,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
355,Soya Chunks Curry (North Style),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",North Indian,15,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
356,Puliyogare (Budget),Lunch,"rice,tamarind,peanut,oil,salt,mustard seeds",South Indian,50,"Prepare Puliyogare using rice, tamarind, peanut. Cook with spices and serve hot."
357,Dal Fry (Family Pack),Dinner,"toor dal,onion,tomato,oil,salt,cumin",Indian,30,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
358,Jeera Rice (North Style),Lunch,"rice,cumin,ghee,salt",North Indian,30,"Prepare Jeera Rice using rice, cumin, ghee. Cook with spices and serve hot."
359,Chana Dal (Masala),Lunch,"chana dal,onion,tomato,oil,salt,turmeric,cumin",Indian,25,"Prepare Chana Dal using chana dal, onion, tomato. Cook with spices and serve hot."
360,Lemon Rice (Home Style),Lunch,"rice,lemon,oil,mustard seeds,curry leaves,peanut,salt,turmeric",South Indian,20,"Prepare Lemon Rice using rice, lemon, oil. Cook with spices and serve hot."
361,Kootu (Low Oil),Lunch,"moong dal,mixed vegetables,coconut,salt,cumin",Indian,40,"Prepare Kootu using moong dal, mixed vegetables, coconut. Cook with spices and serve hot."
362,Curd Rice (North Style),Dinner,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,35,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
363,Chapati Sabzi (Classic),Dinner,"wheat flour,water,salt,mixed vegetables,oil,turmeric",Indian,10,"Prepare Chapati Sabzi using wheat flour, water, salt. Cook with spices and serve hot."
364,Moong Dal Cheela (Low Oil),Breakfast,"moong dal,onion,green chili,salt,oil",Indian,30,"Prepare Moong Dal Cheela using moong dal, onion, green chili. Cook with spices and serve hot."
365,Dal Palak (Family Pack),Lunch,"spinach,toor dal,onion,tomato,oil,salt,garlic",Indian,20,"Prepare Dal Palak using spinach, toor dal, onion. Cook with spices and serve hot."
366,Chana Sundal (Spicy),Breakfast,"chickpeas,coconut,mustard seeds,curry leaves,oil,salt",Indian,10,"Prepare Chana Sundal using chickpeas, coconut, mustard seeds. Cook with spices and serve hot."
367,Dosa (Simple),Breakfast,"rice,urad dal,salt,oil",South Indian,25,"Prepare Dosa using rice, urad dal, salt. Cook with spices and serve hot."
368,Aloo Gobi (South Style),Lunch,"potato,cauliflower,onion,oil,salt,turmeric,garam masala",South Indian,45,"Prepare Aloo Gobi using potato, cauliflower, onion. Cook with spices and serve hot."
369,Stuffed Capsicum (Tiffin Special),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,30,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
370,Pav Bhaji (Spicy),Dinner,"pav,potato,tomato,onion,butter,pav bhaji masala,salt",Indian,35,"Prepare Pav Bhaji using pav, potato, tomato. Cook with spices and serve hot."
371,Vegetable Stew (Dhaba Style),Dinner,"mixed vegetables,coconut milk,salt,black pepper",Indian,20,"Prepare Vegetable Stew using mixed vegetables, coconut milk, salt. Cook with spices and serve hot."
372,Poha (Masala),Breakfast,"poha,onion,oil,mustard seeds,curry leaves,green chili,salt,lemon",Indian,18,"Prepare Poha using poha, onion, oil. Cook with spices and serve hot."
373,Pav Bhaji (Dhaba Style),Dinner,"pav,potato,tomato,onion,butter,pav bhaji masala,salt",Indian,15,"Prepare Pav Bhaji using pav, potato, tomato. Cook with spices and serve hot."
374,Moong Dal Cheela (Special),Breakfast,"moong dal,onion,green chili,salt,oil",Indian,20,"Prepare Moong Dal Cheela using moong dal, onion, green chili. Cook with spices and serve hot."
375,Veg Kurma (Simple),Lunch,"mixed vegetables,coconut,onion,tomato,oil,salt",Indian,20,"Prepare Veg Kurma using mixed vegetables, coconut, onion. Cook with spices and serve hot."
376,Vegetable Stew (South Style),Dinner,"mixed vegetables,coconut milk,salt,black pepper",South Indian,35,"Prepare Vegetable Stew using mixed vegetables, coconut milk, salt. Cook with spices and serve hot."
377,Moong Dal Dosa (North Style),Dinner,"moong dal,salt,oil,green chili",North Indian,45,"Prepare Moong Dal Dosa using moong dal, salt, oil. Cook with spices and serve hot."
378,Lemon Rice (South Style),Dinner,"rice,lemon,oil,mustard seeds,curry leaves,peanut,salt,turmeric",South Indian,45,"Prepare Lemon Rice using rice, lemon, oil. Cook with spices and serve hot."
379,Sabudana Khichdi (Simple),Breakfast,"sabudana,peanut,potato,green chili,salt,oil",Indian,10,"Prepare Sabudana Khichdi using sabudana, peanut, potato. Cook with spices and serve hot."
380,Aloo Tikki (Simple),Breakfast,"potato,bread crumbs,salt,green chili,oil",Indian,30,"Prepare Aloo Tikki using potato, bread crumbs, salt. Cook with spices and serve hot."
381,Thepla (Home Style),Breakfast,"wheat flour,methi leaves,oil,salt,turmeric,green chili",Gujarati,10,"Prepare Thepla using wheat flour, methi leaves, oil. Cook with spices and serve hot."
382,Poha (North Style),Breakfast,"poha,onion,oil,mustard seeds,curry leaves,green chili,salt,lemon",North Indian,18,"Prepare Poha using poha, onion, oil. Cook with spices and serve hot."
383,Ragi Porridge (Spicy),Breakfast,"ragi flour,milk,jaggery,cardamom",Indian,30,"Prepare Ragi Porridge using ragi flour, milk, jaggery. Cook with spices and serve hot."
384,Paneer Bhurji (South Style),Dinner,"paneer,onion,tomato,oil,salt,green chili",South Indian,30,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
385,Vermicelli Upma (Budget),Breakfast,"vermicelli,onion,oil,mustard seeds,curry leaves,salt",Indian,10,"Prepare Vermicelli Upma using vermicelli, onion, oil. Cook with spices and serve hot."
386,Dal Fry (Dhaba Style),Dinner,"toor dal,onion,tomato,oil,salt,cumin",Indian,10,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
387,Baingan Bharta (Classic),Lunch,"eggplant,onion,tomato,oil,salt,garlic",North Indian,60,"Prepare Baingan Bharta using eggplant, onion, tomato. Cook with spices and serve hot."
388,Aloo Puri (Home Style),Breakfast,"wheat flour,potato,oil,salt,turmeric",Indian,18,"Prepare Aloo Puri using wheat flour, potato, oil. Cook with spices and serve hot."
389,Rava Idli (Spicy),Breakfast,"rava,curd,eno,salt,water",South Indian,10,"Prepare Rava Idli using rava, curd, eno. Cook with spices and serve hot."
390,Aloo Sandwich (Classic),Breakfast,"bread,potato,butter,salt,black pepper",Indian,20,"Prepare Aloo Sandwich using bread, potato, butter. Cook with spices and serve hot."
391,Dal Khichdi (Low Oil),Dinner,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,40,"Prepare Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
392,Dal Fry (South Style),Dinner,"toor dal,onion,tomato,oil,salt,cumin",South Indian,30,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
393,Rasam (Quick),Lunch,"tomato,tamarind,rasam powder,garlic,oil,salt,curry leaves",South Indian,20,"Prepare Rasam using tomato, tamarind, rasam powder. Cook with spices and serve hot."
394,Rava Idli (Spicy),Breakfast,"rava,curd,eno,salt,water",South Indian,18,"Prepare Rava Idli using rava, curd, eno. Cook with spices and serve hot."
395,Kanda Poha (Spicy),Breakfast,"poha,onion,peanut,oil,mustard seeds,salt,lemon",Indian,30,"Prepare Kanda Poha using poha, onion, peanut. Cook with spices and serve hot."
396,Curd Rice (Tiffin Special),Lunch,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,60,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
397,Kootu (Classic),Lunch,"moong dal,mixed vegetables,coconut,salt,cumin",Indian,20,"Prepare Kootu using moong dal, mixed vegetables, coconut. Cook with spices and serve hot."
398,Bread Upma (Classic),Breakfast,"bread,onion,tomato,oil,salt,mustard seeds",Indian,18,"Prepare Bread Upma using bread, onion, tomato. Cook with spices and serve hot."
399,Sambar Rice (Low Oil),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,25,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
400,Vegetable Pulao (North Style),Lunch,"rice,mixed vegetables,oil,salt,cumin,garam masala",North Indian,30,"Prepare Vegetable Pulao using rice, mixed vegetables, oil. Cook with spices and serve hot."
401,Idli (Simple),Breakfast,"rice,urad dal,salt,water",South Indian,12,"Prepare Idli using rice, urad dal, salt. Cook with spices and serve hot."
402,Sattu Drink (Home Style),Breakfast,"sattu,water,lemon,salt,cumin",Indian,25,"Prepare Sattu Drink using sattu, water, lemon. Cook with spices and serve hot."
403,Upma (Simple),Breakfast,"rava,onion,oil,mustard seeds,curry leaves,green chili,salt,water",Indian,10,"Prepare Upma using rava, onion, oil. Cook with spices and serve hot."
404,Idli (Classic),Breakfast,"rice,urad dal,salt,water",South Indian,12,"Prepare Idli using rice, urad dal, salt. Cook with spices and serve hot."
405,Dal Khichdi (Quick),Dinner,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,35,"Prepare Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
406,Aloo Tikki (Budget),Breakfast,"potato,bread crumbs,salt,green chili,oil",Indian,12,"Prepare Aloo Tikki using potato, bread crumbs, salt. Cook with spices and serve hot."
407,Dalia Khichdi (Quick),Dinner,"broken wheat,moong dal,ghee,salt,turmeric",Indian,25,"Prepare Dalia Khichdi using broken wheat, moong dal, ghee. Cook with spices and serve hot."
408,Suji Halwa (Quick),Breakfast,"rava,ghee,sugar,water,cardamom",Indian,10,"Prepare Suji Halwa using rava, ghee, sugar. Cook with spices and serve hot."
409,Aloo Paratha (Special),Breakfast,"wheat flour,potato,onion,green chili,salt,oil,butter",North Indian,20,"Prepare Aloo Paratha using wheat flour, potato, onion. Cook with spices and serve hot."
410,Aloo Gobi (Home Style),Lunch,"potato,cauliflower,onion,oil,salt,turmeric,garam masala",Indian,25,"Prepare Aloo Gobi using potato, cauliflower, onion. Cook with spices and serve hot."
411,Egg Bhurji (Low Oil),Dinner,"egg,onion,tomato,oil,salt,green chili",Indian,35,"Prepare Egg Bhurji using egg, onion, tomato. Cook with spices and serve hot."
412,Baingan Bharta (Low Oil),Lunch,"eggplant,onion,tomato,oil,salt,garlic",North Indian,20,"Prepare Baingan Bharta using eggplant, onion, tomato. Cook with spices and serve hot."
413,Veg Kurma (Low Oil),Lunch,"mixed vegetables,coconut,onion,tomato,oil,salt",Indian,20,"Prepare Veg Kurma using mixed vegetables, coconut, onion. Cook with spices and serve hot."
414,Veg Noodles (Family Pack),Dinner,"noodles,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,35,"Prepare Veg Noodles using noodles, mixed vegetables, soy sauce. Cook with spices and serve hot."
415,Soya Chunks Curry (Dhaba Style),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,30,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
416,Aloo Matar (Simple),Dinner,"potato,peas,onion,tomato,oil,salt,turmeric",Indian,40,"Prepare Aloo Matar using potato, peas, onion. Cook with spices and serve hot."
417,Bread Upma (South Style),Breakfast,"bread,onion,tomato,oil,salt,mustard seeds",South Indian,12,"Prepare Bread Upma using bread, onion, tomato. Cook with spices and serve hot."
418,Dahi Aloo (Classic),Lunch,"curd,potato,oil,salt,cumin",Indian,20,"Prepare Dahi Aloo using curd, potato, oil. Cook with spices and serve hot."
419,Sprouts Salad (Spicy),Dinner,"sprouts,onion,tomato,lemon,salt",Indian,15,"Prepare Sprouts Salad using sprouts, onion, tomato. Cook with spices and serve hot."
420,Vegetable Stew (Low Oil),Dinner,"mixed vegetables,coconut milk,salt,black pepper",Indian,20,"Prepare Vegetable Stew using mixed vegetables, coconut milk, salt. Cook with spices and serve hot."
421,Dal Tadka (South Style),Lunch,"toor dal,onion,tomato,garlic,oil,ghee,salt,cumin",South Indian,35,"Prepare Dal Tadka using toor dal, onion, tomato. Cook with spices and serve hot."
422,Kadhi Pakora (Simple),Lunch,"curd,besan,onion,oil,salt,turmeric,cumin,curry leaves",North Indian,45,"Prepare Kadhi Pakora using curd, besan, onion. Cook with spices and serve hot."
423,Aloo Gobi (Dhaba Style),Lunch,"potato,cauliflower,onion,oil,salt,turmeric,garam masala",Indian,30,"Prepare Aloo Gobi using potato, cauliflower, onion. Cook with spices and serve hot."
424,Moong Dal Khichdi (Special),Lunch,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,40,"Prepare Moong Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
425,Paneer Bhurji (Low Oil),Dinner,"paneer,onion,tomato,oil,salt,green chili",Indian,25,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
426,Stuffed Capsicum (Dhaba Style),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,20,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
427,Aloo Paratha (Dhaba Style),Breakfast,"wheat flour,potato,onion,green chili,salt,oil,butter",North Indian,12,"Prepare Aloo Paratha using wheat flour, potato, onion. Cook with spices and serve hot."
428,Tomato Soup (Family Pack),Dinner,"tomato,onion,garlic,salt,black pepper,water",Indian,15,"Prepare Tomato Soup using tomato, onion, garlic. Cook with spices and serve hot."
429,Lauki Sabzi (Classic),Lunch,"bottle gourd,onion,tomato,oil,salt,turmeric",Indian,25,"Prepare Lauki Sabzi using bottle gourd, onion, tomato. Cook with spices and serve hot."
430,Rajma Chawal (Family Pack),Lunch,"rajma,rice,onion,tomato,oil,salt,garam masala,ginger,garlic",North Indian,35,"Prepare Rajma Chawal using rajma, rice, onion. Cook with spices and serve hot."
431,Veg Kurma (Tiffin Special),Lunch,"mixed vegetables,coconut,onion,tomato,oil,salt",Indian,30,"Prepare Veg Kurma using mixed vegetables, coconut, onion. Cook with spices and serve hot."
432,Lemon Rice (Dhaba Style),Lunch,"rice,lemon,oil,mustard seeds,curry leaves,peanut,salt,turmeric",South Indian,30,"Prepare Lemon Rice using rice, lemon, oil. Cook with spices and serve hot."
433,Masala Omelette (Masala),Dinner,"egg,onion,green chili,salt,oil",Indian,10,"Prepare Masala Omelette using egg, onion, green chili. Cook with spices and serve hot."
434,Vegetable Curry (South Style),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric,garam masala",South Indian,30,"Prepare Vegetable Curry using mixed vegetables, onion, tomato. Cook with spices and serve hot."
435,Bisi Bele Bath (Classic),Lunch,"rice,toor dal,mixed vegetables,bisi bele bath powder,ghee,salt",South Indian,45,"Prepare Bisi Bele Bath using rice, toor dal, mixed vegetables. Cook with spices and serve hot."
436,Methi Paratha (Dhaba Style),Breakfast,"wheat flour,methi leaves,salt,oil",Indian,20,"Prepare Methi Paratha using wheat flour, methi leaves, salt. Cook with spices and serve hot."
437,Stuffed Capsicum (Home Style),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,35,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
438,Curd Rice (South Style),Lunch,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,35,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
439,Tomato Rice (Masala),Lunch,"rice,tomato,onion,oil,salt,garam masala",Indian,30,"Prepare Tomato Rice using rice, tomato, onion. Cook with spices and serve hot."
440,Pav Bhaji (Spicy),Dinner,"pav,potato,tomato,onion,butter,pav bhaji masala,salt",Indian,35,"Prepare Pav Bhaji using pav, potato, tomato. Cook with spices and serve hot."
441,Soya Chunks Curry (Family Pack),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,20,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
442,Kanda Poha (Spicy),Breakfast,"poha,onion,peanut,oil,mustard seeds,salt,lemon",Indian,20,"Prepare Kanda Poha using poha, onion, peanut. Cook with spices and serve hot."
443,Vegetable Biryani (Home Style),Dinner,"rice,mixed vegetables,onion,curd,biryani masala,oil,salt",Indian,15,"Prepare Vegetable Biryani using rice, mixed vegetables, onion. Cook with spices and serve hot."
444,Sprouts Chaat (Home Style),Breakfast,"sprouts,onion,tomato,lemon,salt,chaat masala",Indian,15,"Prepare Sprouts Chaat using sprouts, onion, tomato. Cook with spices and serve hot."
445,Tomato Rice (Tiffin Special),Lunch,"rice,tomato,onion,oil,salt,garam masala",Indian,40,"Prepare Tomato Rice using rice, tomato, onion. Cook with spices and serve hot."
446,Mooli Paratha (Budget),Breakfast,"wheat flour,radish,salt,oil,cumin",Indian,12,"Prepare Mooli Paratha using wheat flour, radish, salt. Cook with spices and serve hot."
447,Rasam (Tiffin Special),Lunch,"tomato,tamarind,rasam powder,garlic,oil,salt,curry leaves",South Indian,60,"Prepare Rasam using tomato, tamarind, rasam powder. Cook with spices and serve hot."
448,Poha (Tiffin Special),Breakfast,"poha,onion,oil,mustard seeds,curry leaves,green chili,salt,lemon",Indian,30,"Prepare Poha using poha, onion, oil. Cook with spices and serve hot."
449,Stuffed Capsicum (South Style),Dinner,"capsicum,potato,onion,oil,salt,garam masala",South Indian,30,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
450,Rajma Chawal (Home Style),Lunch,"rajma,rice,onion,tomato,oil,salt,garam masala,ginger,garlic",North Indian,40,"Prepare Rajma Chawal using rajma, rice, onion. Cook with spices and serve hot."
451,Aloo Matar (Tiffin Special),Dinner,"potato,peas,onion,tomato,oil,salt,turmeric",Indian,10,"Prepare Aloo Matar using potato, peas, onion. Cook with spices and serve hot."
452,Stuffed Capsicum (Special),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,40,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
453,Sprouts Salad (North Style),Dinner,"sprouts,onion,tomato,lemon,salt",North Indian,40,"Prepare Sprouts Salad using sprouts, onion, tomato. Cook with spices and serve hot."
454,Paneer Bhurji (Special),Breakfast,"paneer,onion,tomato,oil,salt,green chili",Indian,18,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
455,Paneer Bhurji (Budget),Dinner,"paneer,onion,tomato,oil,salt,green chili",Indian,15,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
456,Baingan Bharta (Family Pack),Lunch,"eggplant,onion,tomato,oil,salt,garlic",North Indian,40,"Prepare Baingan Bharta using eggplant, onion, tomato. Cook with spices and serve hot."
457,Tawa Paneer (Quick),Dinner,"paneer,onion,tomato,oil,salt,garam masala",Indian,40,"Prepare Tawa Paneer using paneer, onion, tomato. Cook with spices and serve hot."
458,Ragi Dosa (Classic),Breakfast,"ragi flour,rice flour,curd,salt,oil",Indian,15,"Prepare Ragi Dosa using ragi flour, rice flour, curd. Cook with spices and serve hot."
459,Baingan Bharta (Dhaba Style),Lunch,"eggplant,onion,tomato,oil,salt,garlic",North Indian,60,"Prepare Baingan Bharta using eggplant, onion, tomato. Cook with spices and serve hot."
460,Sattu Drink (Special),Breakfast,"sattu,water,lemon,salt,cumin",Indian,30,"Prepare Sattu Drink using sattu, water, lemon. Cook with spices and serve hot."
461,Rava Dosa (Budget),Dinner,"rava,rice flour,curd,salt,oil",South Indian,20,"Prepare Rava Dosa using rava, rice flour, curd. Cook with spices and serve hot."
